inspectionID|permitComments|dateIssued|temporaryPermit
800|2017-D-01|None|False
801|2017-C-01|None|False
802|2017-307-01|None|False
803|2017-01|None|True
804|None|None|False
805|2017-246-01|None|False
806|2017-314-01|None|False
807|None|None|False
808|2017-900-01|None|False
809|2017-123-01|None|False
810|2017-403-01|None|False
811|2017-1118-01|None|False
812|2016-01|None|False
813|2017-01|None|False
943|2017-341-01|None|False
944|2017-2021-01|None|False
945|2017-485-01|None|False
946|2017-3769-01|None|False
947|2017-01|None|False
948|2017-01|None|False
949|2017-02|None|False
950|2017-492-01|None|False
951|2017-2508-01|None|False
952|2016-01|None|False
953|2017-apt.2-01|None|False
954|2017-2413-01|None|False
955|2017-A-01|None|False
956|2017-01|None|False
957|2017-01|None|False
958|2017-a-01|None|False
959|2017-A-01|None|False
814|2016-01|None|False
815|2016-01|None|False
816|2017-3726-01|None|False
817|2017-2002-01|None|False
818|2017-2015-01|None|False
819|2017-apt2-01|None|False
820|2017-aptc-01|None|False
821|2017-01|None|False
822|2017-01|None|True
823|2017-A-01|None|False
827|None|None|False
828|2017-3770-01|None|False
829|2017-01|None|False
830|2017-884-01|None|False
831|2017-518-01|None|False
832|2017-01|None|True
833|2017-01|None|False
834|2017-01|None|False
835|2017-407-01|None|False
836|2017-01|None|True
837|2017-1901-01|None|False
838|2017-121-01|None|False
839|2017-apt3-01|None|False
840|2017-201-01|None|False
841|2016-964-01|None|False
842|2017-123-01|None|False
843|2017-apt1-01|None|False
844|None|None|False
845|2017-33-01|None|False
846|2017-1887-01|None|False
847|2017-3-01|None|False
848|2017-01|None|False
849|2017-01|None|True
850|2016-01|None|False
851|2017-apt2-01|None|False
852|22017-4-01|None|False
853|2017-419-01|None|False
854|2017-322-01|None|False
855|2017-108-01|None|False
856|2017-01|None|False
857|2017|None|False
858|2017-01|None|False
859|2017-apt3-01|None|False
860|2017-01|None|False
861|2017-01|None|True
862|2017-01|None|False
863|2017-apt1-01|None|False
864|2017-apt2-01|None|False
865|2017-apt1-01|None|False
866|2017-apt1-01|None|False
867|2017-01|None|False
868|2017-01|None|False
869|2017-rear-01|None|False
870|VOID|None|False
871|2017-2294-01|None|True
872|2017-56-01|None|False
873|2017-1-01|None|False
874|2017-259-01|None|False
875|2017-apt1-01|None|False
876|2017-a-01|None|False
877|2017-a-01|None|False
878|2017-106-01|None|False
879|2017-01|None|False
880|2017-apt2-01|None|False
881|2017-apt1-01|None|False
882|2017-217-01|None|False
883|2017-2190-01|None|False
884|2017-2611-01|None|False
885|2017-2023-01|None|False
886|Void|None|False
887|2017-apt6-01|None|False
888|2017-apt2-01|None|False
889|2017-apt2-01|None|False
890|2017-01|None|False
891|2017-01|None|False
892|2017-01|None|True
893|2017-102-01|None|False
894|2017-162-01|None|False
895|2017-01|None|False
896|2017-apt2-01|None|False
897|2017-116-01|None|False
898|2017-apt2-01|None|False
899|2017-01|None|False
900|2017-105-01|None|False
901|IPMC inspct.|None|False
902|2017-21-01|None|False
903|2017-130-01|None|False
904|2017-20-01|None|False
905|2017-apt2-01|None|False
906|2017-apt.7-01|None|False
907|2017-01|None|False
908|2017-300B-01|None|False
909|2017-221b-01|None|False
910|2017-215d-01|None|False
911|2017-304a-01|None|False
912|2017-01|None|True
913|2017-3920-01|None|False
914|2017-1008-01|None|True
915|2017-01|None|False
916|2017-01|None|False
917|2017-44-01|None|False
918|2017-3204-01|None|False
919|2017-front-01|None|False
920|2017-apt1-01|None|False
921|2017-301-01|None|False
922|2017-01|None|False
923|2017-2394-01|None|False
924|None|None|False
925|2017-2520-01|None|False
926|2017-31-01|None|False
927|2017-145-01|None|False
928|2017-01|None|True
929|2017-02|None|False
930|2017-01|None|False
931|2017-1509-01|None|False
932|2017-02|None|False
933|2017-3907-01|None|False
934|2017-apt1-01|None|False
935|2017-3816-01|None|False
936|2017-4-01|None|False
937|2017-apt2-01|None|False
938|2017-117 apt2-01|None|False
939|2017-01|None|False
940|2017-apt.22-01|None|False
941|2017-110-01|None|False
942|2017-124-01|None|False
960|2017-01|None|False
